?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0007282>	"ZFA:0000053"
<http://purl.obolibrary.org/obo/UBERON_0007282>	"TAO:0000053"
<http://purl.obolibrary.org/obo/UBERON_0004781>	"NCIT:C49228"
<http://purl.obolibrary.org/obo/UBERON_0004781>	"EMAPA:35371"
<http://purl.obolibrary.org/obo/UBERON_0004781>	"UMLS:C1708175"
<http://purl.obolibrary.org/obo/UBERON_0004781>	"MA:0001633"
<http://purl.obolibrary.org/obo/UBERON_0004781>	"FMA:278594"
<http://purl.obolibrary.org/obo/GO_0008028>	"Reactome:R-HSA-429749"
<http://purl.obolibrary.org/obo/GO_0008028>	"Reactome:R-HSA-9645220"
<http://purl.obolibrary.org/obo/GO_0008028>	"Reactome:R-HSA-433698"
<http://purl.obolibrary.org/obo/GO_0008028>	"Reactome:R-HSA-5624211"
<http://purl.obolibrary.org/obo/UBERON_0001330>	"EMAPA:37385"
<http://purl.obolibrary.org/obo/UBERON_0001330>	"FMA:19607"
<http://purl.obolibrary.org/obo/UBERON_0001330>	"SCTID:279661001"
<http://purl.obolibrary.org/obo/UBERON_0001330>	"Wikipedia:Pampiniform_venous_plexus"
<http://purl.obolibrary.org/obo/UBERON_0001330>	"MA:0001866"
<http://purl.obolibrary.org/obo/CL_0000221>	"FMA:72549"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"ZFA:0000155"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"GAID:1306"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"EHDAA2:0003436"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"Wikipedia:Somite"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"EMAPA:31169"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"NCIT:C34302"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"XAO:0000058"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"MIAA:0000068"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"EHDAA:366"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"BTO:0001558"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"TAO:0000155"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"FMA:85522"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"AEO:0001015"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"EHDAA:699"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"MESH:D019170"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"AAO:0010569"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"VHOG:0000191"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"MAT:0000068"
<http://purl.obolibrary.org/obo/UBERON_0002329>	"UMLS:C0376449"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"Wikipedia:Inner_cell_mass"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"SCTID:361456007"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"VHOG:0000742"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"EHDAA2:0000830"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"FMA:86557"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"NCIT:C13740"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"EFO:0000547"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"EHDAA:40"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"UMLS:C1283994"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"EMAPA:16041"
<http://purl.obolibrary.org/obo/UBERON_0010399>	"UMLS:C1710159"
<http://purl.obolibrary.org/obo/UBERON_0010399>	"NCIT:C49775"
<http://purl.obolibrary.org/obo/UBERON_0010399>	"MA:0000759"
<http://purl.obolibrary.org/obo/UBERON_0010399>	"Wikipedia:Trabecular_arteries"
<http://purl.obolibrary.org/obo/GO_0030017>	"Wikipedia:Sarcomere"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EV:0100371"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"SCTID:244457007"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"NCIT:C12466"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"MA:0000217"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EMAPA:32808"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"TAO:0007009"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA:3776"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA:4657"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"MESH:D010525"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BIRNLEX:1615"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"NCIT:C12768"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"NLX:147826"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"XAO:0003047"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"FMA:65132"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"FMA:65239"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"SCTID:256864008"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BSA:0000098"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"GAID:747"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"MA:0000228"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BTO:0001027"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BAMS:n"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EMAPA:32815"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"XAO:0000204"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA:2851"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"GAID:758"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA2:0003137"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"FBbt:00005105"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"AEO:0000137"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"Wikipedia:Nervous_system"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"UMLS:C0031119"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"galen:Nerve"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"VHOG:0000901"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BTO:0000925"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"UMLS:C0027740"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"ZFA:0007009"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"CALOHA:TS-0772"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"AAO:0011070"
<http://purl.obolibrary.org/obo/UBERON_0014402>	"WBbt:0005752"
<http://purl.obolibrary.org/obo/UBERON_0014402>	"AEO:0000174"
<http://purl.obolibrary.org/obo/UBERON_0004142>	"XAO:0004141"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"BTO:0000286"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"EHDAA:10199"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"MA:0000266"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"Wikipedia:Cornea"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"AAO:0010344"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"CALOHA:TS-0171"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"VHOG:0000164"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"EFO:0000377"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"UMLS:C0010031"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"XAO:0000180"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"GAID:892"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"TAO:0000640"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"EV:0100341"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"ZFA:0000640"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"SCTID:181162001"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"EHDAA2:0000316"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"NCIT:C12342"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"MESH:D003315"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"EMAPA:17161"
<http://purl.obolibrary.org/obo/UBERON_0000964>	"FMA:58238"
<http://purl.obolibrary.org/obo/UBERON_0036343>	"FMA:14657"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"SCTID:280870004"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"UMLS:C0459736"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"EMAPA:35239"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"CALOHA:TS-0695"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"NCIT:C32314"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"Wikipedia:Ciliary_body#Ciliary_epithelium"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"BTO:0001770"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"MA:0001238"
<http://purl.obolibrary.org/obo/UBERON_0001778>	"FMA:58464"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"Wikipedia:Lumbar"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"FMA:259211"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"EMAPA:35104"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"MA:0000021"
<http://purl.obolibrary.org/obo/UBERON_0002417>	"SCTID:362875007"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"EHDAA2:0003098"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"FMA:9602"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"NCIT:C12704"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"UMLS:C0014133"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"GAID:335"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"MESH:D004702"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"Wikipedia:Endocrine_gland"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"CALOHA:TS-1300"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"BTO:0001488"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"AEO:0000098"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"SCTID:40818001"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"MA:0002563"
<http://purl.obolibrary.org/obo/UBERON_0002368>	"EMAPA:35999"
<http://purl.obolibrary.org/obo/NCBITaxon_7954>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0003135>	"WBbt:0008423"
<http://purl.obolibrary.org/obo/UBERON_0003135>	"MA:0000545"
<http://purl.obolibrary.org/obo/CHEBI_33697>	"CAS:63231-63-0"
<http://purl.obolibrary.org/obo/UBERON_0015129>	"FMA:9871"
<http://purl.obolibrary.org/obo/UBERON_0015129>	"SCTID:42267001"
<http://purl.obolibrary.org/obo/CL_1000280>	"FMA:15663"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"VHOG:0001198"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"EHDAA2:0000257"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"EHDAA:2933"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"Wikipedia:Cloacal_membrane"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"NCIT:C34128"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"UMLS:C0231056"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"EMAPA:16832"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"SCTID:308826008"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"EHDAA:214"
<http://purl.obolibrary.org/obo/UBERON_0006217>	"FMA:295525"
<http://purl.obolibrary.org/obo/CL_0000034>	"FMA:63368"
<http://purl.obolibrary.org/obo/CL_0000034>	"CALOHA:TS-2086"
<http://purl.obolibrary.org/obo/UBERON_0005721>	"AAO:0011090"
<http://purl.obolibrary.org/obo/UBERON_0005721>	"ZFA:0000067"
<http://purl.obolibrary.org/obo/UBERON_0005721>	"TAO:0000067"
<http://purl.obolibrary.org/obo/UBERON_0005721>	"VHOG:0001239"
<http://purl.obolibrary.org/obo/UBERON_0005721>	"EFO:0003479"
<http://purl.obolibrary.org/obo/UBERON_0005721>	"XAO:0000264"
<http://purl.obolibrary.org/obo/UBERON_0006535>	"MA:0002537"
<http://purl.obolibrary.org/obo/UBERON_0000031>	"EMAPA:35877"
<http://purl.obolibrary.org/obo/UBERON_0000031>	"MA:0001858"
<http://purl.obolibrary.org/obo/UBERON_0000031>	"NCIT:C49305"
<http://purl.obolibrary.org/obo/UBERON_0000031>	"FMA:265157"
<http://purl.obolibrary.org/obo/UBERON_0000031>	"UMLS:C1710457"
<http://purl.obolibrary.org/obo/NCBITaxon_3378>	"GC_ID:1"
<http://purl.obolibrary.org/obo/CHEBI_47622>	"Wikipedia:Acetate#Esters"
<http://purl.obolibrary.org/obo/CHEBI_47622>	"KEGG:C01883"
<http://purl.obolibrary.org/obo/UBERON_0009844>	"EHDAA2:0002142"
<http://purl.obolibrary.org/obo/UBERON_0009611>	"TAO:0007019"
<http://purl.obolibrary.org/obo/UBERON_0009611>	"ZFA:0007019"
<http://purl.obolibrary.org/obo/CHEBI_30212>	"KEGG:C00205"
<http://purl.obolibrary.org/obo/UBERON_0035431>	"Wikipedia:Mediastinal_pleura"
<http://purl.obolibrary.org/obo/UBERON_0035431>	"UMLS:C0225789"
<http://purl.obolibrary.org/obo/UBERON_0035431>	"SCTID:362002008"
<http://purl.obolibrary.org/obo/UBERON_0035431>	"FMA:9736"
<http://purl.obolibrary.org/obo/UBERON_0035431>	"NCIT:C94820"
<http://purl.obolibrary.org/obo/NCBITaxon_33511>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0004271>	"EMAPA:37707"
<http://purl.obolibrary.org/obo/UBERON_0004271>	"MA:0000491"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"MA:0000102"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"EHDAA:4401"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"VHOG:0001395"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"EHDAA2:0001359"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"EMAPA:17330"
<http://purl.obolibrary.org/obo/GO_0007020>	"Wikipedia:Microtubule_nucleation"
<http://purl.obolibrary.org/obo/CHEBI_29793>	"Gmelin:508"
<http://purl.obolibrary.org/obo/UBERON_0009885>	"FMA:71637"
<http://purl.obolibrary.org/obo/UBERON_0009885>	"Wikipedia:Interlobar_arteries"
<http://purl.obolibrary.org/obo/UBERON_0009885>	"EMAPA:37091"
<http://purl.obolibrary.org/obo/UBERON_0009885>	"SCTID:62802007"
<http://purl.obolibrary.org/obo/UBERON_0007272>	"VSAO:0005000"
<http://purl.obolibrary.org/obo/UBERON_0016880>	"AAO:0000477"
<http://purl.obolibrary.org/obo/UBERON_0010304>	"Wikipedia:Stratified_squamous_epithelium#Nonkeratinized"
<http://purl.obolibrary.org/obo/UBERON_0010304>	"FMA:45569"
<http://purl.obolibrary.org/obo/UBERON_0003513>	"EMAPA:37237"
<http://purl.obolibrary.org/obo/UBERON_0003513>	"MA:0000511"
<http://purl.obolibrary.org/obo/CL_1000681>	"KUPO:0001091"
<http://purl.obolibrary.org/obo/NCBITaxon_2698737>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"UMLS:C0175423"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"FMA:68875"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"BAMS:RPn"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"DHBA:12475"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"Wikipedia:Pontine_raphe_nucleus"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"BIRNLEX:1110"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"MA:0001022"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"neuronames:589"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"BAMS:RA-PONS"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"DHBA:12471"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"HBA:9159"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"MBA:238"
<http://purl.obolibrary.org/obo/UBERON_0002047>	"BAMS:PnR"
<http://purl.obolibrary.org/obo/UBERON_0005427>	"ZFA:0001688"
<http://purl.obolibrary.org/obo/UBERON_0005427>	"TAO:0002188"
<http://purl.obolibrary.org/obo/UBERON_0009191>	"EMAPA:18015"
<http://purl.obolibrary.org/obo/UBERON_0009191>	"EHDAA2:0003446"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"FMA:7280"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"AAO:0010408"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"TAO:0001320"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"EMAPA:17868"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"CALOHA:TS-2075"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"XAO:0000066"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"SCTID:362013006"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"galen:Endocardium"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"Wikipedia:Endocardium"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"EHDAA2:0004153"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"EFO:0000821"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"EV:0100021"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"MESH:D004699"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"MA:0000076"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"MAT:0000455"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"BTO:0000387"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"NCIT:C13004"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"ZFA:0001320"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"EMAPA:32686"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"UMLS:C0014124"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"VHOG:0000084"
<http://purl.obolibrary.org/obo/UBERON_0002165>	"GAID:550"
<http://purl.obolibrary.org/obo/UBERON_0004790>	"EMAPA:35775"
<http://purl.obolibrary.org/obo/UBERON_0004790>	"MA:0000148"
<http://purl.obolibrary.org/obo/UBERON_0003601>	"EMAPA:37251"
<http://purl.obolibrary.org/obo/UBERON_0003601>	"MA:0000586"
<http://purl.obolibrary.org/obo/UBERON_0000915>	"MA:0000022"
<http://purl.obolibrary.org/obo/UBERON_0000915>	"SCTID:302551006"
<http://purl.obolibrary.org/obo/UBERON_0000915>	"FMA:259209"
<http://purl.obolibrary.org/obo/UBERON_0000915>	"EMAPA:35862"
<http://purl.obolibrary.org/obo/UBERON_0000915>	"Wikipedia:Thorax"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"EMAPA:35148"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"VHOG:0001215"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"BTO:0004757"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"NCIT:C49194"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"AAO:0011013"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"UMLS:C1179025"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"XAO:0000357"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"MA:0000707"
<http://purl.obolibrary.org/obo/UBERON_0001917>	"FMA:62116"
<http://purl.obolibrary.org/obo/UBERON_0011773>	"AAO:0000621"
<http://purl.obolibrary.org/obo/UBERON_0004805>	"CALOHA:TS-2069"
<http://purl.obolibrary.org/obo/UBERON_0004805>	"MA:0001745"
<http://purl.obolibrary.org/obo/UBERON_0004805>	"UMLS:C1710049"
<http://purl.obolibrary.org/obo/UBERON_0004805>	"NCIT:C49295"
<http://purl.obolibrary.org/obo/UBERON_0004805>	"EMAPA:29771"
<http://purl.obolibrary.org/obo/UBERON_0005711>	"EHDAA2:0000564"
<http://purl.obolibrary.org/obo/CL_1000309>	"FMA:261293"
<http://purl.obolibrary.org/obo/UBERON_0039222>	"FMA:14835"
<http://purl.obolibrary.org/obo/UBERON_0004729>	"WBls:0000023"
<http://purl.obolibrary.org/obo/UBERON_0000102>	"FMA:73750"
<http://purl.obolibrary.org/obo/NCBITaxon_31022>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"SCTID:304057004"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"UMLS:C0226670"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"MA:0002207"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"EMAPA:37165"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"NCIT:C48946"
<http://purl.obolibrary.org/obo/UBERON_0003494>	"MA:0001813"
<http://purl.obolibrary.org/obo/UBERON_0003494>	"EMAPA:37587"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"AEO:0001000"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"UMLS:C0206429"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"EMAPA:36596"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"MESH:D017950"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"FMA:5885"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"NCIT:C13060"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"BTO:0005630"
<http://purl.obolibrary.org/obo/UBERON_0001800>	"MA:0002566"
<http://purl.obolibrary.org/obo/GO_0030432>	"Wikipedia:Peristalsis"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"galen:Duodenum"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"BTO:0000365"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"CALOHA:TS-0214"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"NCIT:C12263"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"EFO:0000851"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"GAID:284"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"EMAPA:18852"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"VHOG:0000052"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"SCTID:181247007"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"FMA:7206"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"MIAA:0000044"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"MAT:0000044"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"EV:0100073"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"AAO:0010402"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"Wikipedia:Duodenum"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"MESH:D004386"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"XAO:0000236"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"UMLS:C0013303"
<http://purl.obolibrary.org/obo/UBERON_0002114>	"MA:0000338"
<http://purl.obolibrary.org/obo/PR_P13591>	"UniProtKB:P13591"
<http://purl.obolibrary.org/obo/UBERON_0004222>	"BTO:0001818"
<http://purl.obolibrary.org/obo/UBERON_0004222>	"MA:0001627"
<http://purl.obolibrary.org/obo/UBERON_0004222>	"EMAPA:35823"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"PMID:11122186"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"Reaxys:8187837"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"PMID:18056362"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"CAS:9004-61-9"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"Wikipedia:Hyaluronan"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"KEGG:D08043"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"PMID:18290544"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"KEGG:C00518"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"HMDB:HMDB0010366"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"KEGG:G10505"
<http://purl.obolibrary.org/obo/CHEBI_16336>	"Beilstein:8538277"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"BTO:0000271"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"FMA:85388"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"CALOHA:TS-0164"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"FMA:14984"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"MA:0003194"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"EFO:0003038"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"EMAPA:27375"
<http://purl.obolibrary.org/obo/UBERON_0000317>	"SCTID:362157008"
<http://purl.obolibrary.org/obo/NCBITaxon_6073>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0007010>	"BILA:0000058"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"EMAPA:36535"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"BTO:0002977"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"BTO:0002979"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"FMA:9675"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"galen:Secretion"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"AEO:0001005"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"UMLS:C1516992"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"MA:0002504"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"MESH:D012634"
<http://purl.obolibrary.org/obo/UBERON_0000456>	"NCIT:C34062"
<http://purl.obolibrary.org/obo/NCBITaxon_8798>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0013505>	"EHDAA2:0000240"
<http://purl.obolibrary.org/obo/UBERON_0007269>	"ZFA:0000563"
<http://purl.obolibrary.org/obo/UBERON_0007269>	"EFO:0003540"
<http://purl.obolibrary.org/obo/UBERON_0007269>	"TAO:0000563"
<http://purl.obolibrary.org/obo/UBERON_0003496>	"SCTID:127865000"
<http://purl.obolibrary.org/obo/UBERON_0003496>	"EMAPA:36610"
<http://purl.obolibrary.org/obo/UBERON_0003496>	"MA:0000575"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"ZFA:0005567"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"Wikipedia:Posterior_segment_of_eyeball"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"EMAPA:36595"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"UMLS:C0278450"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"SCTID:280659009"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"MA:0002485"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"FMA:58868"
<http://purl.obolibrary.org/obo/UBERON_0001802>	"NCIT:C12906"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"TAO:0000641"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"SCTID:244447006"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"UMLS:C0010268"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"EMAPA:17264"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"MBA:967"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"XAO:0003089"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"BTO:0001104"
<http://purl.obolibrary.org/obo/UBERON_0001785>	"EHDAA2:0000323"
